datetime,portfolio_value,cash,return
2024-02-13 09:30:00-05:00,99226.54486083984,94281.24487304688,-0.0006687297519423208
2024-02-14 09:30:00-05:00,99249.1449584961,94281.24487304688,0.00022776261823831412
2024-02-15 09:30:00-05:00,99274.1449584961,94281.24487304688,0.00025189133881653447
2024-02-16 09:30:00-05:00,99298.24499511719,94281.24487304688,0.00024276246983712113
2024-02-17 09:30:00-05:00,99298.24499511719,94281.24487304688,0.0
2024-02-20 09:30:00-05:00,99258.4448852539,94281.24487304688,-0.00040081382974332946
2024-02-21 09:30:00-05:00,99235.44500732422,94281.24487304688,-0.00023171708922375966
2024-02-22 09:30:00-05:00,99321.34497070312,94281.24487304688,0.0008656177575721014
2024-02-23 09:30:00-05:00,99373.9447631836,94281.24487304688,0.0005295920277357258
2024-02-24 09:30:00-05:00,99373.9447631836,94281.24487304688,0.0
2024-02-26 09:30:00-05:00,99364.24475097656,94281.24487304688,-9.761122223883589e-05
2024-02-27 09:30:00-05:00,99348.24499511719,94281.24487304688,-0.00016102125970440806
2024-02-28 09:30:00-05:00,99334.54473876953,94281.24487304688,-0.00013790134237734453
2024-02-29 09:30:00-05:00,99361.94494628906,94281.24487304688,0.0002758376513587457
2024-03-01 09:30:00-05:00,99371.04498291016,94281.24487304688,9.158472719117405e-05
2024-03-02 09:30:00-05:00,99371.04498291016,94281.24487304688,0.0
2024-03-04 09:30:00-05:00,99401.54516601562,94281.24487304688,0.0003069322971365196
2024-03-05 09:30:00-05:00,99365.74438476562,89160.94458007812,-0.0003601632267407062
2024-03-06 09:30:00-05:00,99371.9443359375,89160.94458007812,6.239525714080152e-05
2024-03-07 09:30:00-05:00,99423.74487304688,89160.94458007812,0.0005212792952331569
2024-03-08 09:30:00-05:00,99470.14501953125,89160.94458007812,0.0004666907944739229
2024-03-09 09:30:00-05:00,99470.14501953125,89160.94458007812,0.0
2024-03-11 09:30:00-04:00,99429.94482421875,89160.94458007812,-0.00040414332666960373
2024-03-12 09:30:00-04:00,99503.14428710938,89160.94458007812,0.000736191325661828
2024-03-13 09:30:00-04:00,99500.34399414062,89160.94458007812,-2.8142758591309658e-05
2024-03-14 09:30:00-04:00,99365.14440917969,89160.94458007812,-0.0013587851009730922
2024-03-15 09:30:00-04:00,99365.14440917969,89160.94458007812,0.0
2024-03-16 09:30:00-04:00,99365.14440917969,89160.94458007812,0.0
2024-03-18 09:30:00-04:00,99403.94506835938,89160.94458007812,0.0003904856115330979
2024-03-19 09:30:00-04:00,99476.34497070312,89160.94458007812,0.000728340331904942
2024-03-20 09:30:00-04:00,99628.74487304688,89160.94458007812,0.0015320215312357721
2024-03-21 09:30:00-04:00,99603.14428710938,89160.94458007812,-0.00025695983594009597
2024-03-22 09:30:00-04:00,99603.14428710938,89160.94458007812,0.0
2024-03-23 09:30:00-04:00,99603.14428710938,89160.94458007812,0.0
2024-03-25 09:30:00-04:00,99585.54418945312,89160.94458007812,-0.00017670222945487257
2024-03-26 09:30:00-04:00,99595.14501953125,89160.94458007812,9.640786879527852e-05
2024-03-27 09:30:00-04:00,99625.14501953125,89160.94458007812,0.0003012195021565578
2024-03-28 09:30:00-04:00,99625.14501953125,89160.94458007812,0.0
2024-03-29 09:30:00-04:00,99625.14501953125,89160.94458007812,0.0
2024-04-01 09:30:00-04:00,99525.74438476562,89160.94458007812,-0.000997746449916237
2024-04-02 09:30:00-04:00,99515.34399414062,89160.94458007812,-0.00010449950100144267
2024-04-03 09:30:00-04:00,99631.34497070312,89160.94458007812,0.0011656592029600787
2024-04-04 09:30:00-04:00,99450.14501953125,89160.94458007812,-0.0018187042564281608
2024-04-05 09:30:00-04:00,99450.14501953125,89160.94458007812,0.0
2024-04-06 09:30:00-04:00,99450.14501953125,89160.94458007812,0.0
2024-04-08 09:30:00-04:00,99570.94458007812,89160.94458007812,0.0012146745540004833
2024-04-09 09:30:00-04:00,99430.54418945312,89160.94458007812,-0.0014100538185823908
2024-04-10 09:30:00-04:00,99474.54443359375,89160.94458007812,0.00044252241098852174
2024-04-11 09:30:00-04:00,99448.34448242188,89160.94458007812,-0.00026338347484833324
2024-04-12 09:30:00-04:00,99448.34448242188,104592.04443359375,0.0
2024-04-13 09:30:00-04:00,99448.34448242188,104592.04443359375,0.0
2024-04-15 09:30:00-04:00,99542.64440917969,104592.04443359375,0.0009482302319721025
2024-04-16 09:30:00-04:00,99531.54455566406,104592.04443359375,-0.00011150852563246438
2024-04-17 09:30:00-04:00,99572.24432373047,104592.04443359375,0.00040891325707947956
2024-04-18 09:30:00-04:00,99597.64440917969,104592.04443359375,0.0002550920251092048
2024-04-19 09:30:00-04:00,99597.64440917969,104592.04443359375,0.0
2024-04-20 09:30:00-04:00,99597.64440917969,104592.04443359375,0.0
2024-04-22 09:30:00-04:00,99574.24444580078,104592.04443359375,-0.00023494494792242193
2024-04-23 09:30:00-04:00,99526.44445800781,104592.04443359375,-0.0004800436906050587
2024-04-24 09:30:00-04:00,99600.24450683594,104592.04443359375,0.000741511959258867
2024-04-25 09:30:00-04:00,99528.5443725586,104592.04443359375,-0.0007198790990159409
2024-04-26 09:30:00-04:00,99528.5443725586,104592.04443359375,0.0
2024-04-27 09:30:00-04:00,99528.5443725586,104592.04443359375,0.0
2024-04-29 09:30:00-04:00,99506.44445800781,104592.04443359375,-0.00022204599384123558
2024-04-30 09:30:00-04:00,99578.24438476562,104592.04443359375,0.0007215605697590277
2024-05-01 09:30:00-04:00,99550.5444946289,104592.04443359375,-0.0002781721078520816
2024-05-02 09:30:00-04:00,99480.44439697266,104592.04443359375,-0.0007041658889171964
2024-05-03 09:30:00-04:00,99480.44439697266,104592.04443359375,0.0
2024-05-04 09:30:00-04:00,99480.44439697266,104592.04443359375,0.0
2024-05-06 09:30:00-04:00,99416.44445800781,104592.04443359375,-0.0006433419085810632
2024-05-07 09:30:00-04:00,99439.4443359375,104592.04443359375,0.00023134882820530223
2024-05-08 09:30:00-04:00,99418.24438476562,104592.04443359375,-0.0002131945860462947
2024-05-09 09:30:00-04:00,99373.94445800781,104592.04443359375,-0.0004455915212741024
2024-05-10 09:30:00-04:00,99373.94445800781,104592.04443359375,0.0
2024-05-11 09:30:00-04:00,99373.94445800781,104592.04443359375,0.0
2024-05-13 09:30:00-04:00,99380.94458007812,104592.04443359375,7.044222817653711e-05
2024-05-14 09:30:00-04:00,99333.74426269531,104592.04443359375,-0.0004749433362930544
2024-05-15 09:30:00-04:00,99293.24438476562,104592.04443359375,-0.0004077152052436306
2024-05-16 09:30:00-04:00,99303.94445800781,104592.04443359375,0.00010776234887366343
2024-05-17 09:30:00-04:00,99303.94445800781,104592.04443359375,0.0
2024-05-18 09:30:00-04:00,99303.94445800781,104592.04443359375,0.0
2024-05-20 09:30:00-04:00,99299.244140625,104592.04443359375,-4.733263525902309e-05
2024-05-21 09:30:00-04:00,99285.54418945312,104592.04443359375,-0.0001379663187816016
2024-05-22 09:30:00-04:00,99262.44421386719,104592.04443359375,-0.0002326620232030452
2024-05-23 09:30:00-04:00,99313.54467773438,104592.04443359375,0.0005148015875680034
2024-05-24 09:30:00-04:00,99313.54467773438,104592.04443359375,0.0
2024-05-25 09:30:00-04:00,99313.54467773438,104592.04443359375,0.0
2024-05-28 09:30:00-04:00,99335.24450683594,104592.04443359375,0.00021849818342478677
2024-05-29 09:30:00-04:00,99346.84423828125,104592.04443359375,0.00011677357319550552
2024-05-30 09:30:00-04:00,99356.14416503906,104592.04443359375,9.361069120128462e-05
2024-05-31 09:30:00-04:00,99356.14416503906,104592.04443359375,0.0
2024-06-01 09:30:00-04:00,99356.14416503906,104592.04443359375,0.0
2024-06-03 09:30:00-04:00,99327.44421386719,104592.04443359375,-0.00028885934949529624
2024-06-04 09:30:00-04:00,99284.34423828125,104592.04443359375,-0.0004339180971286716
2024-06-05 09:30:00-04:00,99242.24462890625,104592.04443359375,-0.0004240306938418925
2024-06-06 09:30:00-04:00,99255.44470214844,104592.04443359375,0.00013300861232568018
2024-06-07 09:30:00-04:00,99255.44470214844,104592.04443359375,0.0
2024-06-08 09:30:00-04:00,99255.44470214844,104592.04443359375,0.0
2024-06-10 09:30:00-04:00,99251.34436035156,104592.04443359375,-4.13110012169593e-05
2024-06-11 09:30:00-04:00,99175.74438476562,104592.04443359375,-0.0007617022829580211
2024-06-12 09:30:00-04:00,99175.74438476562,99175.74438476562,0.0
2024-06-13 09:30:00-04:00,99175.74438476562,99175.74438476562,0.0
2024-06-14 09:30:00-04:00,99175.74438476562,99175.74438476562,0.0
2024-06-15 09:30:00-04:00,99175.74438476562,93766.9443359375,0.0
2024-06-17 09:30:00-04:00,99238.54406738281,93766.9443359375,0.0006332161458102448
2024-06-18 09:30:00-04:00,99238.54406738281,93766.9443359375,0.0
2024-06-19 09:30:00-04:00,99261.34436035156,93766.9443359375,0.00022975239291356253
